x,y,,,,diff,0.5315382993521
0.93,1.09860687943555,3.71458728007678E-05,,,,
0.935,1.10469881284653,3.7111652683816E-05,,,,
0.94,1.10791529628226,1.03457656923255E-05,,,,
0.945,1.11037697678173,6.05987088147053E-06,,,,
0.95,1.11164880537639,1.61754797419488E-06,,,,
0.955,1.11108078484017,3.22647329567611E-07,,,,
0.96,1.11051282027184,3.22583750878376E-07,,,,
0.965,1.1136510824028,9.84868920261845E-06,,,,
0.97,1.1168178909614,1.00286764468213E-05,,,,
0.975,1.11485783108463,3.84183472052343E-06,,,,
0.98,1.10937563841664,3.00544364489632E-05,,,,
0.985,1.10401249094498,2.87633508027731E-05,,,,
0.99,1.09911459233639,2.3989410780027E-05,,,,
0.995,1.09422673349561,2.38911640473925E-05,,,,
1,1.08634026935994,6.21963165632085E-05,,,,
1.005,1.0776909462453,7.48107903414468E-05,,,,
1.01,1.07461191338486,9.4804433556692E-06,,,,
1.015,1.08013508398527,3.0505413481233E-05,,,,
1.02,1.08565735811904,3.04955116085069E-05,,,,
1.025,1.07827707150371,5.44686305244203E-05,,,,
1.03,1.07081299592646,5.57124242228989E-05,,,,
1.035,1.06454113865515,3.93361936316851E-05,,,,
1.04,1.05909220764076,2.96908491995804E-05,,,,
1.045,1.05396579558345,2.62801005813335E-05,,,,
1.05,1.05014735293492,1.4580504260114E-05,,,,
1.055,1.0463375510756,1.45145902072765E-05,,,,
1.06,1.05312097414843,4.60148285850006E-05,,,,
1.065,1.06269884333632,9.17355781803337E-05,,,,
1.07,1.07168946937615,8.08313565880698E-05,,,,
1.075,1.07976111925225,6.51515317223449E-05,,,,
1.08,1.0878448927135,6.53473933728098E-05,,,,
1.085,1.08666293216291,1.39703074315115E-06,,,,
1.09,1.08540086662504,1.59280942187883E-06,,,,
1.095,1.09364492995883,6.79645802515392E-05,,,,
1.1,1.10850463296208,0.000220810773345,,,,
1.105,1.12011894238652,0.000134892183407,,,,
1.11,1.11776468054724,5.54254880789006E-06,,,,
1.115,1.11540877255076,5.55030248787893E-06,,,,
1.12,1.11691755558582,2.27642624688477E-06,,,,
1.125,1.11945070317802,6.41683672386935E-06,,,,
1.13,1.12080322948677,1.82932741586072E-06,,,,
1.135,1.12031109769509,2.42193700382118E-07,,,,
1.14,1.11981807406074,2.4307230402779E-07,,,,
1.145,1.12113208712352,1.72663032915649E-06,,,,
1.15,1.12246426812289,1.77470621508258E-06,,,,
1.155,1.12441042378867,3.78752187544778E-06,,,,
1.16,1.12678406506623,5.6341729145362E-06,,,,
1.165,1.12789348120427,1.23080416734371E-06,,,,
1.17,1.12362151184182,1.82497222337115E-05,,,,
1.175,1.11934824834283,1.82607809317997E-05,,,,
1.18,1.11501899212626,1.87424593887099E-05,,,,
1.185,1.11067569141212,1.88642610934492E-05,,,,
1.19,1.11459255275957,1.53418028151466E-05,,,,
1.195,1.13145546836562,0.000284357922737,,,,
1.2,1.14840455639163,0.000287271584913,,,,
1.205,1.14539838104649,9.03709020572776E-06,,,,
1.21,1.14219287394551,1.02752757744332E-05,,,,
1.215,1.14454326709514,5.5243479578278E-06,,,,
1.22,1.15076654490389,3.87291866848786E-05,,,,
1.225,1.15481768140596,1.64117069584049E-05,,,,
1.23,1.14954410514619,2.78106065676096E-05,,,,
1.235,1.14426499200404,2.78690355676222E-05,,,,
1.24,1.1412442592928,9.12482611275492E-06,,,,
1.245,1.13882130006039,5.87073144192131E-06,,,,
1.25,1.14086391680473,4.17228316425872E-06,,,,
1.255,1.14991514301325,8.19246958777964E-05,,,,
1.26,1.15899842837818,8.2506073020753E-05,,,,
1.265,1.16223316543548,1.04635238298701E-05,,,,
1.27,1.16541500738618,1.01241181992339E-05,,,,
1.275,1.16383702284684,2.49003520639605E-06,,,,
1.28,1.15893991308548,2.39816840148067E-05,,,,
1.285,1.15612414275534,7.92856255209747E-06,,,,
1.29,1.16222967335701,3.72775039279311E-05,,,,
1.295,1.16835310560583,3.74964225058881E-05,,,,
1.3,1.16835174686274,1.84618278473363E-12,,,,
1.305,1.16671144364148,2.69059465767582E-06,,,,
1.31,1.16857586880744,3.47608119946445E-06,,,,
1.315,1.1759552656216,5.44554973408347E-05,,,,
1.32,1.18336002308736,5.48304331267297E-05,,,,
1.325,1.17960072481711,1.41323234847039E-05,,,,
1.33,1.17571406744132,1.51061055567834E-05,,,,
1.335,1.17589959152691,3.44191863339747E-08,,,,
1.34,1.17893093908408,9.1890680123615E-06,,,,
1.345,1.18096935792859,4.15515138565327E-06,,,,
1.35,1.17872671301842,5.02945619311146E-06,,,,
1.355,1.17647887133411,5.05279223772123E-06,,,,
1.36,1.17878925212386,5.33785939364578E-06,,,,
1.365,1.18232512031162,1.2502363841213E-05,,,,
1.37,1.18665058097322,1.87096099350481E-05,,,,
1.375,1.19221728664627,3.09882120503665E-05,,,,
1.38,1.19780051851948,3.1172478150029E-05,,,,
1.385,1.20083451469498,9.20513279294821E-06,,,,
1.39,1.20384618131848,9.07013585110421E-06,,,,
1.395,1.20800786438726,1.73196059649707E-05,,,,
1.4,1.21298093638654,2.47314451100226E-05,,,,
1.405,1.21610775608298,9.77700141404526E-06,,,,
1.41,1.21123531750644,2.37406576821548E-05,,,,
1.415,1.20635169854636,2.38497341472533E-05,,,,
1.42,1.20653573601259,3.3869788976388E-08,,,,
1.425,1.20808050323713,2.38630577801267E-06,,,,
1.43,1.20820841428825,1.63612369985891E-08,,,,
1.435,1.20610090972119,4.44157550017779E-06,,,,
1.44,1.20398786097685,4.46497499595749E-06,,,,
1.445,1.20602005370678,4.12980729158055E-06,,,,
1.45,1.20810370326086,4.34159546421742E-06,,,,
1.455,1.20629839939412,3.25912205126577E-06,,,,
1.46,1.20176628847508,2.0540029382483E-05,,,,
1.465,1.19912950337423,6.95263566806439E-06,,,,
1.47,1.20469034599456,3.09229706480782E-05,,,,
1.475,1.2102657803725,3.10854685027171E-05,,,,
1.48,1.20659713345915,1.34589701748325E-05,,,,
1.485,1.20043834497868,3.79306755471716E-05,,,,
1.49,1.19757753288368,8.18424584289828E-06,,,,
1.495,1.19992188200761,5.49597281487188E-06,,,,
1.5,1.20226986728502,5.51303486293402E-06,,,,
1.505,1.20197646309301,8.60860198890178E-08,,,,
1.51,1.20164976571365,1.06731177680748E-07,,,,
1.515,1.20153034379305,1.42615951197912E-08,,,,
1.52,1.20155627851507,6.72609806252031E-10,,,,
1.525,1.20334278687676,3.191612126388E-06,,,,
1.53,1.21276394260797,8.8758175311712E-05,,,,
1.535,1.22221799718876,8.93791480165598E-05,,,,
1.54,1.22203403520868,3.38420101149848E-08,,,,
1.545,1.21924189392515,7.79605294719319E-06,,,,
1.55,1.21600358000372,1.04866770537276E-05,,,,
1.555,1.21206385655967,1.55214208155965E-05,,,,
1.56,1.20812053571399,1.55497792919749E-05,,,,
1.565,1.21555841776427,5.53220893938784E-05,,,,
1.57,1.22316256297036,5.78230243153013E-05,,,,
1.575,1.23354864842596,0.000107870771091,,,,
1.58,1.24592056397379,0.000153064294323,,,,
1.585,1.255461574071,9.10308736750628E-05,,,,
1.59,1.25248637151841,8.85183022893796E-06,,,,
1.595,1.24950094853497,8.91275039005219E-06,,,,
1.6,1.25091779476353,2.00745323538463E-06,,,,
1.605,1.25353006737956,6.82396822046038E-06,,,,
1.61,1.25407176110322,2.93432090252609E-07,,,,
1.615,1.25132387182577,7.55089548112444E-06,,,,
1.62,1.24856822303954,7.5936002330504E-06,,,,
1.625,1.25530806206751,4.54254301229481E-05,,,,
1.63,1.26219492722381,4.74289116810574E-05,,,,
1.635,1.26547603315404,1.07656561253905E-05,,,,
1.64,1.26620686540285,5.34115775900663E-07,,,,
1.645,1.26721262274303,1.01154782732604E-06,,,,
1.65,1.26942274039567,4.88462003851049E-06,,,,
1.655,1.27163596101707,4.89834551899046E-06,,,,
1.66,1.27802592623663,4.08316555071869E-05,,,,
1.665,1.28557190258223,5.69417590083523E-05,,,,
1.67,1.28504963524377,2.72763172822037E-07,,,,
1.675,1.27168756861827,0.000178544824504,,,,
1.68,1.25832599666587,0.000178531605039,,,,
1.685,1.26998379350336,0.000135904227104,,,,
1.69,1.28203284409096,0.000145179620063,,,,
1.695,1.28703873814447,2.5058975274965E-05,,,,
1.7,1.28704862525464,9.77549475164264E-11,,,,
1.705,1.28638641028857,4.38528661287086E-07,,,,
1.71,1.28279829356506,1.2874581621533E-05,,,,
1.715,1.27920164037599,1.29359141624465E-05,,,,
1.72,1.27774748493174,2.11456805604186E-06,,,,
1.725,1.2768737755103,7.63368153112913E-07,,,,
1.73,1.27878722745317,3.6612983376724E-06,,,,
1.735,1.28514785746465,4.04576141429403E-05,,,,
1.74,1.29152742259218,4.06988512163971E-05,,,,
1.745,1.28109609780151,0.000108812536888,,,,
1.75,1.27042741230038,0.000113820850322,,,,
1.755,1.25703763917256,0.000179286024414,,,,
1.76,1.24174984069447,0.000233716782307,,,,
1.765,1.22894011926201,0.000164088963177,,,,
1.77,1.22681771689511,4.50459180702263E-06,,,,
1.775,1.22469658975376,4.49918034977134E-06,,,,
1.78,1.22404426239363,4.25530984774161E-07,,,,
1.785,1.2237922667756,6.35017915063322E-08,,,,
1.79,1.22183160341658,3.84420080740406E-06,,,,
1.795,1.21715320591201,2.18874032107657E-05,,,,
1.8,1.21248092059647,2.18302500698116E-05,,,,
1.805,1.21190845698855,3.27714582392864E-07,,,,
1.81,1.21139608429471,2.62525777392712E-07,,,,
1.815,1.21807277245466,4.4578164785217E-05,,,,
1.82,1.22986193965077,0.000138984463178,,,,
1.825,1.23910056508736,8.53521999576106E-05,,,,
1.83,1.23700115310194,4.40753068452546E-06,,,,
1.835,1.23490151095103,4.40849716187829E-06,,,,
1.84,1.23054301501235,1.89964868474899E-05,,,,
1.845,1.225570073358,2.47301486975696E-05,,,,
1.85,1.22110884865818,1.99025258222832E-05,,,,
1.855,1.21746088835617,1.33076143650415E-05,,,,
1.86,1.21381597057264,1.32854256486936E-05,,,,
1.865,1.20559435601362,6.75949459570885E-05,,,,
1.87,1.1973214542726,6.84409032165703E-05,,,,
1.875,1.19266927215243,2.16427984792309E-05,,,,
1.88,1.19057725305355,4.37654391007875E-06,,,,
1.885,1.19102110924248,1.97008316451614E-07,,,,
1.89,1.20264700768708,0.000135161514644,,,,
1.895,1.21429977877882,0.000135787074116,,,,
1.9,1.22344942699398,8.37160624611777E-05,,,,
1.905,1.23192561769241,7.18458087561527E-05,,,,
1.91,1.23632283882691,1.93355537056937E-05,,,,
1.915,1.23416786631894,4.64390651010713E-06,,,,
1.92,1.23201169754941,4.64906376269631E-06,,,,
1.925,1.22468686468004,5.36531765642035E-05,,,,
1.93,1.2172885151385,5.47355759388044E-05,,,,
1.935,1.21562768931566,2.75834241381178E-06,,,,
1.94,1.21804193112055,5.82856349247758E-06,,,,
1.945,1.22135434686264,1.09720980484461E-05,,,,
1.95,1.22863799176401,5.30514830492534E-05,,,,
1.955,1.23593832343997,5.32948425790234E-05,,,,
1.96,1.24020689716794,1.82207216711173E-05,,,,
1.965,1.24364437633748,1.18162630410211E-05,,,,
1.97,1.24127604925619,5.60897316397151E-06,,,,
1.975,1.22960614209545,0.00013618673314,,,,
1.98,1.21795537689782,0.00013574032969,,,,
1.985,1.21963963025493,2.83670937093623E-06,,,,
1.99,1.22153997435285,3.61130769049918E-06,,,,
1.995,1.21561626280708,3.50903584774886E-05,,,,
2,1.20414006121729,0.000131703202929,,,,
2.005,1.19611933255683,6.43320882447262E-05,,,,
2.01,1.20331319297192,5.17516276717999E-05,,,,
2.015,1.21051795065184,5.19085332263648E-05,,,,
2.02,1.20550808713847,2.50987324225956E-05,,,,
2.025,1.19714172500204,6.99960153978904E-05,,,,
2.03,1.19173313090476,2.92528901091309E-05,,,,
2.035,1.19105217124758,4.63706054706646E-07,,,,
2.04,1.19037155813135,4.63234213984342E-07,,,,
2.045,1.17864369247515,0.00013754283285,,,,
2.05,1.16677223265252,0.00014093155832,,,,
2.055,1.15734706055037,8.88338691551486E-05,,,,
2.06,1.14966368251056,5.90342981026347E-05,,,,
2.065,1.14317534515929,4.20985215838835E-05,,,,
2.07,1.14190876774545,1.60421834524979E-06,,,,
2.075,1.14064271294577,1.60289475579306E-06,,,,
2.08,1.13779001665324,8.13787613741402E-06,,,,
2.085,1.13450388974077,1.07986300848595E-05,,,,
2.09,1.13457575529686,5.16465815213459E-09,,,,
2.095,1.14004073727482,2.98660280194273E-05,,,,
2.1,1.14550447066499,2.98523825588577E-05,,,,
2.105,1.13450903192989,0.000120899672977,,,,
2.11,1.12327633912053,0.000126173387749,,,,
2.115,1.12038657419308,8.35074133591991E-06,,,,
2.12,1.12343414191569,9.28766902389329E-06,,,,
2.125,1.12610945819763,7.15731720841421E-06,,,,
2.13,1.12713798233615,1.0578619035182E-06,,,,
2.135,1.12816438616394,1.05350481770165E-06,,,,
2.14,1.13206578225302,1.52208914438898E-05,,,,
2.145,1.1367649335489,2.20820229015712E-05,,,,
2.15,1.14207949723602,2.82445871844536E-05,,,,
2.155,1.14838900104054,3.98098382592524E-05,,,,
2.16,1.1547063239667,3.9908568953386E-05,,,,
2.165,1.15974477958697,2.53860350374309E-05,,,,
2.17,1.16476770072222,2.52297367309405E-05,,,,
2.175,1.16986877213053,2.60209295126796E-05,,,,
2.18,1.17502925299419,2.66305627441993E-05,,,,
2.185,1.17718759172854,4.65842609219559E-06,,,,
2.19,1.16587058865283,0.000128074558616,,,,
2.195,1.15457609787702,0.000127565521885,,,,
2.2,1.14951123227016,2.56528636155548E-05,,,,
2.205,1.14617672648308,1.11189288440696E-05,,,,
2.21,1.14326175773454,8.49704280496436E-06,,,,
2.215,1.14102168275301,5.01793592287715E-06,,,,
2.22,1.13878344772775,5.00969602830011E-06,,,,
2.225,1.14482911325511,3.65500716687087E-05,,,,
2.23,1.15103288137205,3.84867388487614E-05,,,,
2.235,1.14173328337566,8.64825228944633E-05,,,,
2.24,1.12138035905841,0.000414241528264,,,,
2.245,1.10386848992934,0.000306665560394,,,,
2.25,1.09866433664826,2.70832113729761E-05,,,,
2.255,1.09347317950582,2.6948112477507E-05,,,,
2.26,1.09520031268872,2.98298903147455E-06,,,,
2.265,1.09885118019858,1.33288335745521E-05,,,,
2.27,1.09944738065728,3.55454986953974E-07,,,,
2.275,1.09510844745098,1.88263413687325E-05,,,,
2.28,1.09077862434693,1.87473681123657E-05,,,,
2.285,1.08996074673994,6.68923780015748E-07,,,,
2.29,1.08920794523526,5.66710105448206E-07,,,,
2.295,1.09089166062943,2.83489752856431E-06,,,,
2.3,1.0943262383812,1.17963243329544E-05,,,,
2.305,1.09673152807085,5.78541849113677E-06,,,,
2.31,1.09450375578735,4.96296934713089E-06,,,,
2.315,1.09227865818041,4.95105936041015E-06,,,,
2.32,1.08104625828057,0.00012616680751,,,,
2.325,1.06735137881197,0.000187549723659,,,,
2.33,1.05663502805838,0.000114840173474,,,,
2.335,1.05067341097939,3.55408781965054E-05,,,,
2.34,1.04473067181964,3.53161487208257E-05,,,,
2.345,1.04797366556857,1.05170084555991E-05,,,,
2.35,1.05138536008353,1.16396594634069E-05,,,,
2.355,1.04779045622083,1.29233337820546E-05,,,,
2.36,1.03917566107297,7.42146954395905E-05,,,,
2.365,1.03349836241565,3.22317200444091E-05,,,,
2.37,1.04096077272513,5.56875676270338E-05,,,,
2.375,1.04842214168572,5.56720267660562E-05,,,,
2.38,1.04781082583901,3.73707064438809E-07,,,,
2.385,1.04493988612638,8.24229483355523E-06,,,,
2.39,1.0445251082889,1.72040654464683E-07,,,,
2.395,1.04809415803087,1.27381160606564E-05,,,,
2.4,1.05166121040887,1.27238626673957E-05,,,,
2.405,1.03770453597476,0.00019478876126,,,,
2.41,1.0234771471202,0.000202418593619,,,,
2.415,1.01722355255185,3.9107445025296E-05,,,,
2.42,1.01668630427866,2.88635707045654E-07,,,,
2.425,1.01769679126149,1.02108394246891E-06,,,,
2.43,1.02573575142219,6.46248804653225E-05,,,,
2.435,1.03377850011865,6.46858065944062E-05,,,,
2.44,1.0332815650161,2.46944496146269E-07,,,,
2.445,1.03038620144403,8.38313021447052E-06,,,,
2.45,1.0302253575533,2.58707571851321E-08,,,,
2.455,1.03451190478583,1.83744871767103E-05,,,,
2.46,1.03879905373523,1.83796461143422E-05,,,,
2.465,1.03689691601637,3.61812790151055E-06,,,,
2.47,1.03487267283385,4.09756046197839E-06,,,,
2.475,1.03336412333109,2.27572160227752E-06,,,,
2.48,1.03222821113325,1.29029652120179E-06,,,,
2.485,1.03296627386811,5.44736600589172E-07,,,,
2.49,1.04224041630344,8.60097179107883E-05,,,,
2.495,1.05153403578241,8.63713630198886E-05,,,,
2.5,1.05586822063777,1.87851583604336E-05,,,,
2.505,1.05880300232305,8.61294354025392E-06,,,,
2.51,1.06239600101929,1.29096396311837E-05,,,,
2.515,1.06706426033589,2.17926450470214E-05,,,,
2.52,1.0717414223412,2.18758444239164E-05,,,,
2.525,1.08050087713143,7.67280482220812E-05,,,,
2.53,1.08937323471032,7.87187290076876E-05,,,,
2.535,1.09746176647066,6.54243460380302E-05,,,,
2.54,1.10498653110588,5.6622082815456E-05,,,,
2.545,1.11142217655978,4.14175324083047E-05,,,,
2.55,1.11277264124433,1.82375486421649E-06,,,,
2.555,1.11412409424207,1.82642520510067E-06,,,,
2.56,1.11605373690566,3.72352080914659E-06,,,,
2.565,1.11814964444134,4.39282839811978E-06,,,,
2.57,1.12426086359989,3.73469996038307E-05,,,,
2.575,1.13697932841626,0.000161759347285,,,,
2.58,1.1497665350988,0.000163512654742,,,,
2.585,1.15898235600563,8.49313549867657E-05,,,,
2.59,1.16816630345014,8.43448906635199E-05,,,,
2.595,1.16492250476398,1.05222299163332E-05,,,,
2.6,1.1526089483498,0.000151623671565,,,,
2.605,1.14417526401307,7.11270314916064E-05,,,,
2.61,1.15360684564154,8.89547320144932E-05,,,,
2.615,1.16308113498222,8.97621585109239E-05,,,,
